Comments
ito ang patunay na hindi goberno ang corrupt kundi ang mga nasa baba
"mas marami pa car nila kaysa sa bra ko, HAHAHAHAH"
"40 yun ah, bakit 28 na lang?"
real talk walang makukulong jan
bakit po si discaya lang ginigisa sa senado wala ung mga Co?
sarah discaya umiyak 💀
brief ko nga apat lang e
"napanuod ko na toh , walang makukulong dito HAHAHAHA"
pagkatapos sabunin ginisa naman ..ano nang lasa nyan?
kung di pa babahain Ang mga ibang Lugar di pa malalaman Ang mga corrupt na mga contractor🤦🤦🤦Ang Tanong makulong kaya Ang mga corrupt na mga contractor🤔🤔🤔
Future millionaires liked this comment
edit yarn?
bkt nagkulang?dba 40+ un🤣🤣🤣
parang dinaig pa ang yaman ni emelda
walang mapapanagot jan..
igigisa lng pero makukulong ba
ginisa...may kukulong kaya??
"mas marami pa car nila kaysa sa brief ko
 (para maiba naman)"
5 lang nga medyas ko magka ibapa ng kulay🥀😭
naging 28 nalang..yung interview sa kanya ni julius 40 cars
Mas marami pa kotse nya kisa sa p*nty ko😫
😂😂😂 28 pro s u interview nkraan 40
Tapos sa huli walang makukulong 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️
hindi sana mamatay sa baha yung kaibigan ko kinain pala ng buwaya yung budget ng flood control projects
sinasabihan nila ako ng maganda tas mabango daw tas di nila alam dalawa lang bra ko BWHAHAHA
GINISA LNG??
"walang makukulong sakanila
 nasa pilipinas tayo eh 🥱"
ginisa lang? walang kulong?😂😂😂😂😂😂
"tittle: flood control
 movie: sasakyan🤣"
DPWH is the key to riches
hooo grabi 28 na. mamahalin car pa nakakalula Ang yaman ni madam.
si secretary bonoan at ung mga conggresista ang dapat imbestigahan hnd lng sila
bat po hindi inuna yung bawang?
Mas Maraming Luxury Car Si Sarah Kaya Ayaw Papatinag Ni Estrada 😅
tuwang tuwa pa
ghost cars na pala Yun nawala bigla
senador paba si robin? parang diko maramdaman eh
"kaysa puro luxury item ng mga contractor ang tinatanong nila, bakit di painvistigahan ang income ng mga Yan and then compute nila Yung all items or ariarian, then sabay question."
sa interview 40 pag dating sa Senado 28 nalang asan ang iba 🤣🤣
Sasakyan ko rin yan eh
oh bkit 28 nlng 40+ un ah anu tinago n 😆
Not a win. But stopping the bleeding is better than the status quo.
"Ouch... damay damay na dahil
sa mga kawatan at gahaman sa gobyerno."
Very unexpected talaga si marcos jr sa paningin ko. Sana tuloy tuloy na yan. 🤞
Sana next na cancelin yung ayuda at tupad. Ang dami ding corruption sa programang yan.
"Pano yung may baha na gaya nung featured kagabi sa kmjs? Lulubog nalang sila ganun?
Nakaka-awa yung mga taga Binan. Kahit sabihin kase na catch basin sila, sana man lang maremedyuhan. Pumo-porsyento din kase mga naka-upo. Sabagay di naman sila ang nakalubog sa baha."
Balik na sila sa same old corruption na budget insertion para di masyado mainit sa mata
"tas mapupunta sa AICS, TUPAD, at 4Ps HAHAHAHAHAHAHAHA"
"Nice… I expect na talagang magiging new normal na ang baha… 

I prefer this and I think this will be good sa mga paparating na bagyo lalo pag tuloy-tuloy yung ilang araw na magkaroon ng sunod-sunod… that way maging ramdam na ng lahat ang perwisyo g dulot ng bana and siguro this will intensify the rage of the people…"
"So what will happen to us on 2026? Mas malulunod sa baha?

Hayop na mga corrupt lalong maaapektuhan mga mamamayan."
iyak ang mga kawatan
Can cancel his confidential fund too?
"magdasal na lang na walang malaking bagyo (pero malabo ata yan) goodluck na lang , bili kayo bangka"
"Sana yung mga involved, hindi lang kulong, ibalik ang pera with interest, damages and liabilities, kasama pasweldo sa hearing. Mga putangina nyong magnanakaw."
O tapos? Kelan mananagot ang mga dapat managot? At kelan maibabalik yung mga dapat ibalik?
"Imbes na ayusin at hanapin at solution, bahala na daw tayo bahain. Solution ba yan? Tapos san mo ilipat nanaman yun budget?"
"yes, bawiin muna lahat ng ninakaw ng mga corrupt officials at contractors"
Noted with thanks. To see is to believe
tsaka na maniniwala pag may napakulong talaga na politician at hindi maa-acquit!
You mean Romualdez whose net worth increased by 1000% in 2-3 years?
maniniwala ako dyan kung ang 1st na ipapatawag ay si romualdez mismo. next si zaldy co
May strategic planning na yan
Parang feeling ko gusto makawala ni bbm kay romualdez pero yung supporters ng dds ang hindi niya pinapakawalan kaya inappoint si Andres?
Puro salita anong petsa na
May sense of humor talaga sya no
"From the guy who said ""ayaw ko ma-impeach si Sara Duterte.""

From the guy who formed Uniteam to ensure his victory.

Sure, sure."
Tologo boh
wala ngang nangyari sa 20php/kg na bigas. 🤭🤭🤭 what a joke of a president. unahin mo icancel yung billion na confidential funds ng opisina if seryoso ka talaga. 
"Prayer for the most corrupt official in our government today.

Ipagdasal natin ang duwag nating speaker  na kumuha na ng spokesperson kasi umurong na ang bayag niya…

Prayer for the House of Represent-The-Thieves:

St. Martin Patron Saint of Insertion, PAY for us…Deliver us our money…Walang a-amen 😇"
"Ayan na DDS ha sinabi na including his cousin Romualdez, siguro next sa script how about Sandro naman."
"Investigation pa lang.

Kung walang mahahanap na kahit anong concrete(or circumstantial) evidence, wala rin. Back to normal lang ulit.

We're not even a quarter of the way through solving this whole Flood Control Budget fiasco."
Saka na ako maniniwala pag nsa kulungan ang mga yan dapat sa kulungan mismo ano special treatment kaban NG Bayan yun
"ang drama nman, baka next nian magyayakapan ang magpinsan na lumuluha habang inaaresto c insan,"
sure sure sure
"i ain't gonna hold my breath, y'all"
Sana nga this is true...
Actions speak louder than words…
Sana totoo.
Lip service until we see it happening
"For every general rule, there is always an exception."
"Kung mapapanagot nya talaga si pinsan, hahanga na talaga ako kay bbm hahaha pero sabi nga ng iba to see is to believe lol"
Gawa muna bago salita
Let's wait and see..
Breaking news talaga? bwahaha
Livestream din kaya yung mga hearings ng independent body?
Kahit sino pa yan. I don’t freakin care kung si Romualdez o any of the Dutertes basta mapatunayang magnanakaw. Ikulong! Let’s not make this another 2022 political war.
"I’ll only believe it when an actual politician, esp national level, gets jailed and their assets are seized by the government. If it’s just regular rank-and-file employees, then it’s all for show."
geh sabi mo eh
Alam naman na siguro nya na wala ng merit lahat ng salita hanggang sa may makitang aksyon ang mga tao
syempre for pr yan hahahah
Narinig ko na yan sir.
"Talk is cheap, Mr. President. We'll believe it when we see it."
"hanggang salita lang yan.

resulta muna."
Coming from a Marcos???? Hell nah
Pag yan hindi nangyari in until october. Alam na
gawa muna bago salita
"Scripted narratives 🐊🔥
Talk to the hand ✋"
Walk the Talk!
This is noted on this.
dapat kasi it is high time na gawin niya na ang tama. Bago man lang sya matapos ang term nya e naitama nya ang baluktot na gobyerno.
Istorya pagtubudan
Sure sabe nyo eh. Pare parehas lang naman kayo. Tsk.
Press x for doubt
Ipapatawag din ba nya ang sarili nya? Hahaha
Eto hinihintay ko eh. Show us your redemption arc!
Actions speak louder than words
"Ang problema kay Pres. Marcos, puro salita, wala sa gawa. Hanggang malilimot nanaman yung issue dahil sa bagal ng investigation.

Pero don't us. Dahil handa na kami to protest, and we want all involved officials to suffer the consequences of their actions, including their wives and children.

We want a peaceful protest, but if the government will not take action and hear our cries, then chaotic movement will definitely ensue.

God bless the Philippines."
"Kulang ata yan, “including myself” hahaha"
"He will be juggling what will satisfy the people’s anger and which allies he can sacrifice while still maintaining power.  He cant sacrifice too many as these people will turn on him. 

If he can sacrifice his cousin, great.  Id still call it a win if Zaldy Co is jailed."
"Charotism. That's why 2 days lang, pirmado mo na ang budget with so many budget insertions."
"Flood Control Project (DPWH) is just ONE of the MANY CORRUPT ISSUES of this FUCKING GOVERNMENT.

-Bureau of Corrupt (BOC)

-Commission lang without Audit (COA)

-Bureau of Inutile (BI)

-Bureau of Internal Rats (BIR)

-Department of Epals and Deepshits (DepEd)

-Supreme Corrupt (SC)

-Sandigan ng mga Crocodiles (Sandiganbayan)

-Department of Inept at Letcheng Gobyerno (DILG)

and many more... 



Less than ONE PERCENT (1%) lang yan Department of Putanginang Wapakels na mga Hampaslupa issue.

Kailangan LINISIN lahat ng TAE."
"kung naniwala mga DDS kay barzaga, dapat maniwala din sila dito. tutal mahilig naman sila sa salita lang e"
walang bago sa ganyang style si duterte nga sabi nya kung may adik sa mga kamag anak or anak nya mismo patayin daw eh pare parehas lang mga yan
It’s all talk!
"Thank you Mr President, sobra nman nakakakilabot yang mga imbestigation na yan.

Since pinsan mo nman yan sana habang buhay na kulong lang, bitay sa luneta at pagbawi lang ng mga ari arian."
Weh?
Parallel hearing dapat. Nakatakas na yung corrupt sa province nakatingin padin sa discaya
We'll be waiting and hopefully there will be receipts (sips tea).
"Ibalik nila mga ninakaw nila, yun tipong apo sa tuhod at apo nun ay may utang pa rin."
"Weh???

Wag magsalita nang tapos. 😝"
I’d actually welcome being proven wrong.
Redemption arc... no there must be a catch
"Pakibilisan, pwede ring i-assassinat* mo na lang. Dating gawi ng iyong pudra. Char not char."
"The government is a joke right now, at hindi gumagana.

The government is flooded with family dynasty covering each other up"
Tumakas na pala sila eh balik na lang po tayo sa Primewater issue 
"Trade kamo, Quiboloy in exchange for them. 😏"
Ang kukupad niyo kasing kumilos. Puro kayo hearing pero wala namang ginagawang aksyon pagkatapos marinig yung mga sinasabi ng akusado
Most incompetent blue ribbon committee senator.
Kapag small time dampot agad samantalang mga big time nakakatakas dahil madaming time gawa ng madaming proseso
"..how can the senate hold these people accountable, eh cila nga gawain din nila yan....alam nila na walang patutunguhan ang hearing ng senate eh, eh kapareho lang naman ng mga nagiimbistiga kuno ang mga iniimbistigahan..asan ang credibility..??? puro ewan ang mga taga gobyerno.."
"Kung hindi pa kayo galit, bakit??"
"Yan na ang sinasabi ko, ginagawa lang Teleserye."
Kasi it took how many days after the list of names came out to take action. Wala man lang nag initiate to freeze assets or stop them from going out of the country. Almost two weeks since the list came out giving these aholes to plan their escape. Hirap mahalin ng Philippines😭
Hearing and deliberation = buying time para makaalis
Sa dinami daming pwedeng mag lead sa blue ribbon committee bakit eto pa
Swap natin si Quiboloy
Our law system was always in favor of the accused. Due process is a joke. How many days has passed since this scandalous ghost flood project broke out? Walang ginawa. Tapos magtataka kayo nakalabas na sila.
"May extradition treaty naman yung US at PH. Ibigay si Quiboloy tas ipa hunting sa DHS/ICE/CBP, FBI, etc. ng US yung mga tumakas at nandiyan na sa US??"
Ang bagal nilang aksyunan lahat ng mga kaso sa bansa. Pwede namang ipafreeze ang accounts and assets and i-ban lumabas ng bansa para di makatakas. Parang nananadya ang gobyerno e 😡
Justice in the Philippines is NON-EXISTENT!
"Ano ba kayo asa pa kayo takbuhan nga tong bansa  na to ng kriminal kase mas priority dito kriminal kesa sa mga desenteng tao kaya wag na kayo umasa, lahat ng nasa Malacañang kurakot yang mya hinayupak nayan ultimo pi akamaliit na ahensya may lagay din. So yea. WALA NA.MATAGAL NG WALA NG PAG ASA ANG PILIPANAS KASE MGA DEMONYO UNG MGA PUTANGINGANG HINAYUPAK NAYAN"
"For short, we can indonesia their properties.

Edited because reddit rules. Although solid brothers yung reddit admins tinganggal temp ban ko kasi justified daw nararamdaman ko sa corruption dito."
no shit sherlock
Ba’t feeling ko na damay ‘tong si Italian Pug?
"Pinaalis na nila bago pa ituro yung mga Congressman, LGUs at political sponsors na kasabwat. Nice one."
"Ngayon nararanasan na natin ang mga maling desisyon natin sa pagboto ng mga mapag-panggap na pulitiko.

Habang nagpapakabulag kayo sa kakarampot na pera tuwing halalan, nakikipagsiksikan kakapila sa ayuda, bilyon-bilyon naman ang nagiging kapalit na kanilang naibubulsa. 

Kailan pa kaya gigising ang mamamayan ng Pilipinas ? 
Kapag lubog na ang buong bansa?"
"they did not reveal kung sino-sino, dapat i-public na yung name nung mga yun since nakaalis na"
"Gimmick nalng ng senate at congress yan. Sila sila lang din mga magnanakaw at nakikinabang sa mga flood control projects na yan. For formality nlng imbestigasyon nila dyan sa hearing. Walang makukulong ni isa dyan. Sa senate pa lang ang daming plunderers dyan. Yung raid ng NBI sa sasakyan ng mga discaya? For formality nlng din yun, tinimbrehan para may time mailabas mga kotse. Nakita nyo ung video na pagkahapon isa isang binalik mga kotse sa garahe? Halatang gimmick nlng nila talaga yan. Isa nalng solusyon dyan civil war kagaya ng ginawa ng mga Indonesian sa corrupt government nila ngayon. 💯✅"
"So pede ba I freeze na Ang mga assets at liquidate to pay us all back hahaha.

I tax refund naman tayo hahhaha"
Marcoleta is a nincompoop.
Kung sa corporate to tanggal na to. Incompetent POS. 
"​Cause y'all in the position are freaking slow. Yes, this is drama, but these senators are creating additional unnecessary drama, wanting to be the main character. May mga saviour complex."
Are we even surprised people!? Hahaha
"How I wish bumalik na lang tayo sa torture instead of hearings...


Makes me really want Martial Law back..."
Nasa Hague na nga diba
Tumakas na pala. Hayaan nyo na hahaha
ambagal mo kase kumilos.. o baka sabi sabi mo lang na out of the country na kahit anjan lang para maprotektahan sarili mo at mga kasamahan mo.
"""Yung sinasabi ko talaga, wala."""
Eh ang bagal mo eh. Mas inuuna mo pa na nasaktan damdamin mo kesa unahin yung problema na nasa harapan mo.
"Not a lawyer here, but genuinely curious. Pag ganyan ba hindi pwedeng habulin yung company? Di man mapanagot yung tao kasi wala na, maybe we can cripple their construction firms -- makaganti man lang tayo"
"Its all for show lang talaga to, kaya di ako naniniwala magkakahustisya dito hanggat walang nahuhuling bigman or like makulong yang sina discaya. As soon as makulong mga yan kakanta yan kung sinong mga pulitiko ang involved"
Kawawang pilipinas para lang tayong nanonood ng netflix na alam naman natin ang mangyayareng ending bitin pa din HHAAHH
Out of the country? Tulad ng mga Duterte? hahaha
"I mean, nauna na si Duterte. Nasa Hague na 🤣"
Nasa The Hague yung isa.
Idk bakit galing na galing ang mga tao kay Marcoleta ehh angas lang namab mayroon sya?? INTEGRITY- walaa!!
Patawarin? Sino ka ba Marcoleta? Dios?
"Malamang tumakas na, may nag-tip na na mga DDS loyalists."
"Malamang! Bagal nyo e! Kahit kaso wala pa, edi walang assets na freeze"
"thank you, captain obvious."
So ganun na lang?!
Nasa Senate sila bro
Seize their properties in the PH then.
"Personalities amp spill nyo name mga hindot, public servant kayo pucha ano gusto nyo naka censored or pm is key pa? Taena"
"Iprivatize na lang nila si DPWH, yan na yun para naman pumantay na yung sweldo nila sa mga licensed engrs sa private companies. Nagawa nga sa mga water district bakit dyan hinde?"
Andito pa Markobeta. Ang ilan  dyan katabi mo sa committee hearing.
Nandito parin yung ibang nakinabang. Sana may makulong. Senador at Congressman.
tbh Markubeta is so slow.
"If may mga na US sa mga yan, may dahilan n si PBBM pra maextradite si Kibigoy kapalit nung mga tumakas"
And? Let’s forget it?
"So this is a failure on your part, Mr. Senator"
Go after them.
Yung mga pulitiko nandiyan pa
Let me guess most of them are Dugyot cross... typical Dugyot exit move and yet again this issue will be forgotten and moving to the next one
bago pa masampahan ng kaso tong mga tiwaling to nakaalis na.
eh di i freeze nyo assets
"Freeze and seize their assets. Blacklist them. Report them to other countries.

Ano, “gg! Nice game” na lang ba kesyo nakaalis na? Punyeta"
Pinatakas nyo!
"""patatawarin ko sa sila!?""

WTF!!!! barubalan na gugahan na talaga! di man lang gawing discreet e."
Nasa Hague nga ung isa eh
puwede naman silang pabalikin..  si duterte nga pinadala nila sa the hague eh. si teves pinabalik din nila dito.
Pano ang babagal nyo hahahah
Congrats to you ambagal mo kasi. Yabang ka pa na ayaw mo ng independent body mag imbestiga tignan mo naka takas na mga iimbestigahan niyo.
"Magugulat pa ba kami? Palabas nyo yan, kayo bida. Ang ending wala."
"we are investgating ghost projects and...ghost politicos, too!!!"
Eh di I cancell passport nila para ideport ng tinakbuhan bansa nila
This is so upsetting.
so ganun nlng ho yon?
"Name the “personalities” revoke their citizenship and freeze their assets. Do it now Marcoleta or you and your children, and children’s children will be a disgrace to the country."
Nasa ICC?
Baka yang panget na yan pa ang nag-tip at nag-utos na umalis sila
nasa Hague yung iba
Whoever is involved dapat sana hindi na hinahayaan makalabas ng bansa. Whether it's not proven yet as long as there is an ongoing investigation.
Sarap i raid ng mga bahay nila 🫶🏻 wala naman pala sila e
All roads lead to Duterte and allies!  Pare parehas lang yan mga nag tatakpanan ng mga na corrupt nila di nila mapapakulongbyan si discaya dahil may hawak na alas. Joint venture pa sa constructions nila si Bong Go.
Agree... Two of them is in Hague right now. One is jailed while the other is seeking asylum.
Si Mark tahimik lang
LET'S TAKE IT TO THE STREETS!! this government is shitting on its citizens over and over again!! time to TAKE THE POWER BACK TO THE PEOPLE!!!
"2 cars seized kay Discaya.

Now madami na nag alisan na Congressmen.

So sino na lang huhulihin? Very good talaga. Dapat na freeze na assets ng mga ito para di sila masyado maka galaw. Hold departure sa lahat ng govt officials (need pa ata magka kaso para gawin ito).

Apaka bagal talaga ng govt pag sila sila na ung nag tuturuan"
"Clown show sa senado, ginagag0 ang buong pilipino. connivance ng pulitiko, business men at mga pulis. kawawang juan dela cruz dagdag nanaman ang utang habang sila puro payaman."
"MARAMI PA DING ANDITO SA BANSA.

Ipqkulong ang mga department heads sa dpwh at mga engineer at lahat nang mga pumirma sa mga proyektong iyan."
People got FOOLED to focus on the impeachment instead if the corruption going on.
"Wala naman silang kaso kaya nobody can stop them from leaving. Puro legislative hearings pa lang naman. Tahimik ang DOJ, hindi ko alam kung kumikilos ang NBI para mag imbestiga.  


Ang pwede lang naman gawin ng gobyerno sa nasa ibang bansa na is to cancel their passports."
Freeze their assets!
Si Digong nasa The Hague na 😆
As usual useless government. Hindi man lang nag issue ng hold departure at travel ban sa mga corrupt officials
Late na late mga walang kwenta . Wala ng pag asa ang pilipinas
Your grandstanding doesn't help Senator Marcoleta
Yeah you have a point pero para ka yung type ng student na may ambag kunwari
Not shocked just disappointed as usual.
"Pres Marcos - galit daw dahil sa ghost project na flood control

Pero wala nangyari at nagbakasyon lang sa ibang bansa may mga kasalanan 

Yung VP Duterte naman nag kampanya at rally sa sa ibang bansa at puro salita lang wala trabaho

Ito ang TEAM UNITY ng DDS"
What about the congress na involve?
Mas magaling pa mga tao sa social media magimbestiga
Binabandera nyo kasi e. Public hearing e alam namang circus lang yan. Kung sana pinahuli nyo nang walang media coverage edi sana gulantang lahat yan. Pero mataas naman kasi tsansa na kasabwat din yung ilang senador kaya hanggang ganyan na lang
Galing mo Markubeta
"Tas final trick nila pag napauwi is the ""wheelchair tactics"""
"So the Congressmen, Mayor's and others responsible for these flood control projects have a left the country? What will happen to their government jobs?"
whaaaaat!! nakakagulat!!! eme sarcasm lang
di pwedeng i freeze bank accounts nila?
"That's exactly the plan, right Mr. Marcobeta?"
"Pinagsasabi mo, jan. Anjan lang sila sa harap mo. #evictmarcoleta"
congratulations sa mga magnanakaw dito sa pilipinas. may dual citizenship pa nako!  kung buwagin na kaya senate at congress?
Oh I don't know about that. Parang yung iba andiyan naman sa harap mo.
Oh tapos? Hahaha sobrang joke nmn nya naisip ba nya umaksyon manlang knowing na lumilipad na isa isa abroad?
"Doesn't like being insulted, then insults the public."
"Why is this goverment so frustating, parang bang gusto nila huliin na ayaw nila, ano ba  talaga!"
"Ilang issue lang ang pumatong dito, matatabunan na naman to sa limot. Kung ano ang bago, yun ang matunog. Mukhang madali makalimot at ma-replace ang mga social issues sa utak ng karamihan sa ating mga Pinoy, baka limited ang memory space. Or maybe we're just naive - we easily forgive and forget!"
Okay back to work na gais mukhang dead end nanaman to
"So? Ngaw ngaw na lang? Walang foresight, heck kahit common sense man lang."
It's only a matter of time until anarchy hits the Philippines.
bagal nyo kumilos e! paano kayo kayo lang din yan..! mga potang ina nyo!
"don’t worry, they will come back. just ensure you have arrest warrants for them when they come back….and keep it secret."
Marcollecta cannot stop the flood control scandal from getting connected to Sarah's favorite Senatongs Cheez and Tesdaman Joel😂
"Bagal mo kasi, Pangit!"
"Seize their assets. Freeze their bank accounts. Kaya nila tumakbo, ari-arian nila hindi."
"For the show and entertainment lang talaga ginagawa nila.
Alam nila may camera so papasikat sila, si Marcoleta wala kwenta, puro sigawan at wala na reresolve, or conclude."
Ano yan? Di na natuto?? Parang kay Alice Guo lang?
"Taena kasi ng Senate, panay grandstanding. Kung genuine yung concern niyo diretso file ng complaint sa prosecutor / information sa court yan."
Nasa Hague na yung isa.
So wala na sa mga bahay nila? Game raid na yan isa isa! Punyeta
FAILIPPINES NA NAMAN! 🙄
Out of the country si Duterte  siya ba ang tinutukoy ni Mukhang  Kubeta
"guys trust me. dont park your money in Philippine peso. buy foreign currency. SGD is going up. USD is still more stable than our currency na guaranteed by our ill-functioning government. babagsak yan bigla.

Out of topic: imagine, kahit our own national flag carrier PAL only recently allowed paying using PHP in booking flights. that shows how even the flag carrier dont trust PHP. kaya lang recently inallow yan kasi kinekwestyon ng mga lumilipad"
"True, nasa Netherlands sina Duterte."
"Malamang pinatakas, baka kasi may ikanta na ikakadawit ng kung sino man pinoprotektahan nya."
Yung nasa Hague
Kaya dapat kasuhan na sa korte
Wala nang pag-asa Pilipinas. Kasi sila-sila nalang din yan kumokontrol sa economy at pera ng bansa.
"Remember when Ferdinand Marcos declared Martial Law? Many people blamed him for being a dictator, but he argued it was because the NPAs and communists wanted to take over the government—some even believe he may have saved the Filipinos. When Cory Aquino took over, it opened the door for many aspiring politicians to take advantage of the system and engage in corruption."
"Nasa Pinas ka pa naman eh anong pinagsasasabi mo?

Unless si Digong yung tinutukoy mo, then yes, out of the country na talaga sya."
We need a turnaround
